1,35
2,1
2,2
1,33
37,0
37,2
37,20
36,7
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
3,20
3,21
3,22
3,27
1,2
1,34
1,38
1,13
1,7
1,28
1,1
36,2
36,4
1,3
1,4
1,5
1,6
66,0
1,0
66,5
66,25
1,11
1,20
